% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
8.25	8.5	1	1	4	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
8.25	8.5	1	2	1	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
8.25	8.5	1	3	2	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
8.5	8.75	1	1	4	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
8.5	8.75	1	2	1	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
8.5	8.75	1	3	2	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
8.75	9	1	1	4	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
8.75	9	1	2	1	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
8.75	9	1	3	2	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
9	9.25	1	1	4	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
9	9.25	1	2	1	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
9	9.25	1	3	2	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
9.25	9.5	1	1	4	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
9.25	9.5	1	2	1	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
9.25	9.5	1	3	2	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
9.5	9.75	1	1	4	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
9.5	9.75	1	2	1	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
9.5	9.75	1	3	2	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
9.75	10	1	1	4	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
9.75	10	1	2	1	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
9.75	10	1	3	2	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
