% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	1	1	4	3	76	164781	75	162585	0.003	0	0.003	0.003	2167.8	244.219	81	2196	
0	0.25	1	2	1	3	77	164862	76	162666	0.003	0	0.003	0.003	2140.34	340.803	81	2196	
0	0.25	1	3	2	3	76	162666	76	162666	0.003	0	0.003	0.003	2140.34	340.803	81	2196	
0.25	0.5	1	1	4	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
0.25	0.5	1	2	1	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
0.25	0.5	1	3	2	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
0.5	0.75	1	1	4	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
0.5	0.75	1	2	1	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
0.5	0.75	1	3	2	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	1	4	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	2	1	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	3	2	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
1	1.25	1	1	4	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
1	1.25	1	2	1	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
1	1.25	1	3	2	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
1.25	1.5	1	1	4	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
1.25	1.5	1	2	1	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
1.25	1.5	1	3	2	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
1.5	1.75	1	1	4	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
1.5	1.75	1	2	1	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
1.5	1.75	1	3	2	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
1.75	2	1	1	4	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
1.75	2	1	2	1	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
1.75	2	1	3	2	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
2	2.25	1	1	4	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
2	2.25	1	2	1	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
2	2.25	1	3	2	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
2.25	2.5	1	1	4	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
2.25	2.5	1	2	1	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
2.25	2.5	1	3	2	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
2.5	2.75	1	1	4	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
2.5	2.75	1	2	1	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
2.5	2.75	1	3	2	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
2.75	3	1	1	4	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
2.75	3	1	2	1	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
2.75	3	1	3	2	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
3	3.25	1	1	4	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
3	3.25	1	2	1	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
3	3.25	1	3	2	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
3.25	3.5	1	1	4	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
3.25	3.5	1	2	1	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
3.25	3.5	1	3	2	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
3.5	3.75	1	1	4	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
3.5	3.75	1	2	1	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
3.5	3.75	1	3	2	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
3.75	4	1	1	4	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
3.75	4	1	2	1	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
3.75	4	1	3	2	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
4	4.25	1	1	4	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
4	4.25	1	2	1	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
4	4.25	1	3	2	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
4.25	4.5	1	1	4	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
4.25	4.5	1	2	1	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
4.25	4.5	1	3	2	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
4.5	4.75	1	1	4	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
4.5	4.75	1	2	1	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
4.5	4.75	1	3	2	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
4.75	5	1	1	4	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
4.75	5	1	2	1	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
4.75	5	1	3	2	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
5	5.25	1	1	4	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
5	5.25	1	2	1	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
5	5.25	1	3	2	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
5.25	5.5	1	1	4	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
5.25	5.5	1	2	1	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
5.25	5.5	1	3	2	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
5.5	5.75	1	1	4	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
5.5	5.75	1	2	1	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
5.5	5.75	1	3	2	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
5.75	6	1	1	4	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
5.75	6	1	2	1	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
5.75	6	1	3	2	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
6	6.25	1	1	4	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
6	6.25	1	2	1	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
6	6.25	1	3	2	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
6.25	6.5	1	1	4	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
6.25	6.5	1	2	1	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
6.25	6.5	1	3	2	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
6.5	6.75	1	1	4	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
6.5	6.75	1	2	1	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
6.5	6.75	1	3	2	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
6.75	7	1	1	4	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
6.75	7	1	2	1	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
6.75	7	1	3	2	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
7	7.25	1	1	4	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
7	7.25	1	2	1	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
7	7.25	1	3	2	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
7.25	7.5	1	1	4	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
7.25	7.5	1	2	1	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
7.25	7.5	1	3	2	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
7.5	7.75	1	1	4	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
7.5	7.75	1	2	1	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
7.5	7.75	1	3	2	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
7.75	8	1	1	4	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
7.75	8	1	2	1	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
7.75	8	1	3	2	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
8	8.25	1	1	4	3	84	184464	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
8	8.25	1	2	1	3	83	182268	84	184464	0.003	0	0.003	0.003	2196	0	2196	2196	
8	8.25	1	3	2	3	83	182268	83	182268	0.003	0	0.003	0.003	2196	0	2196	2196	
